body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
"It’s an outrage that for years the poorest in society have paid to maintain London’s roads through tube and bus fares despite being least likely to own a car. A boundarycharge could be a bold step in addressing this injustice but devil in detail ,",Poor People,1.118036165,5.370902215,-1.915995773,negative,"Dec 11, 2020",Reposts,0,0,0,0,Male,85
", , , , Fancy that. Well thanks for letting us know that government ministers get paid more than MP's or MSP's. What a revelation, what journalism. Now get back in your corner wrapped in your butchers apron while you manufacture another Scotland bad story.",Government Support,5.549371117,1.490714887,0.967855224,positive,"Aug 28, 2021",Replies,0,0,0,0,Unknown,85
", It’s a sad situation when decisions are made to close (some) libraries but this is a decision which has been rather forced upon a Council which Labour left with a multi million pound deficit due to a grotesquely unfair gender pay imbalance and subsequent compensation payouts",Council Tax,2.490520136,5.162382497,-1.075480209,negative,"Jul 3, 2021",Replies,0,0,0,0,Female,82
", I object to it because I already can’t afford to live working 40+ hours a week. As many have already said, costs have skyrocketed (thanks brexit!) while wages have been stagnant and well short of inflation for years. I’m forced to get by on one meal a day, it’s all I can afford!",Poor People,4.244432719,4.397879438,-0.382087893,negative,"Sep 5, 2021",Replies,0,0,0,0,Unknown,74
", , , You’re making Tory arguments of we can’t afford pay rises for the working class. I heard it when we introduced the Minimum Wage. Redistribution *might* mean slightly more expensive lattes, and milkshakes, but it’ll also mean big bosses will get less of a share of the huge profits",Low Income Families,2.517891424,2.638727663,-0.393448631,negative,"Aug 30, 2021",Replies,0,0,0,0,Male,73
", Who was responsible for those 10 years of flat growth? Also paying a few select groups loads of money because we're in a crisis doesn't help the vast majority who will still have poor pay, rising taxes and inflation.",Wage Growth,4.196485707,3.297412932,-0.105464353,neutral,"Oct 4, 2021",Reposts,0,0,0,0,Unknown,72
Louis Kept the ticket prices for his tour low cos he wanted all fans from all economic backgrounds to be able to go. He refuses to do paid m&gs because he Knows only rich fans would be able to afford that. And now he is giving away Free concert tickets. Truly we dont deserve him.,Rich People,5.471463284,1.18766636,1.180982161,positive,"Jul 30, 2021",Reposts,0,0,0,0,Unknown,72
", I think Oprah Winfrey should be quizzed as to why she didn't be more thorough with the questioning and why she accepted every accusation at face value? Poor on her part but maybe that's what an alleged 9million pay cheque does for you.",Government Support,3.183324539,2.172262613,0.03558321,neutral,"Mar 13, 2021",Replies,0,0,0,0,Unknown,71
", , , Yes and you have to pay extra on top of your insurance policies and an ambulance costs $1000. All free in the UK. Yes they have more money to spend, but the poor get very little help. I wouldn't want to live in such a selfish and materialistic country. Good luck with it.",State Pension,5.188436359,1.738437166,0.746872253,positive,"Jan 9, 2021",Replies,0,0,0,0,Unknown,68
", , So what wage should someone bringing food get? Would you be happy paying 4x as much for the food to increase their wages? If people can't afford the increased cost, they don't purchase the items, the service folds & the people delivering end up with no wages at all..No better",Cost of Living,2.437371683,1.526999606,0.121041921,neutral,"Jul 4, 2021",Replies,0,0,0,0,Male,67
", , Yes. Agree. The jam group are growing and it’s all inextricably linked with housing, work, poor pay, lack of training. Demonised by MSM. High performing jurisdictions have political strength behind them providing the proper funding to raise achievement  ours uses rhetoric IMO.",Mental Health,4.126068079,2.172262613,0.294982021,neutral,"Jan 16, 2021",Replies,0,0,0,0,Male,61
25% of OAPs have net assets of more than £1m (ONS). Among those paying for their care will be millions who cannot afford to buy a house. Screw the working poor. Same old Tories,Poor People,6.294728561,2.765745984,0.475828562,positive,"Sep 8, 2021",Reposts,0,0,0,0,Male,56
", the fact you try and scaremonger the common people when nurses bask for a fair and just pay rise by saying they “might raise fuel and vat and income tax” is disgusting. How about you put a fair tax on your millionaire mates rather than those working on the front?",Low Income Families,3.183324539,2.208222872,0.019164451,neutral,"Feb 28, 2021",Replies,0,0,0,0,Unknown,54
", , , It's a better answer than what's happening now. Just because you don't understand how, doesn't mean some don't struggle. Increased state aid reduces the need for food banks. It might even allow people extra freedom to retrain for a higher paying job, reducing their reliance.",Job,4.917797974,2.156721211,0.477698163,positive,"May 23, 2021",Replies,0,0,0,0,Male,48
", , I’ve already said on this thread to another person Not once have I said I want more? I agreed with the video about how utterly diabolical the government have been. I’d honestly rather not have a pay rise than be insulted by the tories and give them the satisfaction to say",Poor Pay,3.514792871,3.687416069,-0.394518954,negative,"Mar 11, 2021",Replies,0,0,0,0,Female,48
", They are safe but do come with a slight increase in R which is something we can not have currently as the NHS is about to collapse as it does every year because we refuse to pay more tax to run it correctly",Poor People,3.412320356,5.277455326,-0.78262511,negative,"Jan 4, 2021",Replies,0,0,0,0,Female,47
", , , , My friend it’s disgraceful for a country like the U.K. for hard working families to be taking home slave wages.politicians use economic data to scare people. Uncontrolled Labour supply is the main catalyst of poor wages and worthlessness in job. Large firms pay well or pack up🤪",Job,3.000776785,3.932263618,-0.616917651,negative,"Oct 3, 2021",Replies,0,0,0,0,Male,44
"Tories forcing us to be ‘mortgage prisoners’! It’s just another way to keep us compliant and in bondage! We are milked by capitalists as modern day slaving opportunities via poor employment options and wages, versus exploitative mortgages! ,",Poor Pay,3.412320356,5.277455326,-0.78262511,negative,"Apr 26, 2021",Reposts,0,0,0,0,Male,40
", , 20% average increase in match day tickets doesn't help, yes I'm aware the club need to bring in extra revenue, but seriously especially as we have and still are fighting a global pandemic most people's income has actually reduced by a large amount, so people have to save money",Mental Health,0.813117211,3.490618971,-1.803532675,negative,"Aug 25, 2021",Replies,0,0,0,0,Unknown,39
", , , Capitalism forces products to improve & prices down by competition. Protectionism just makes a country's consumes forced to pay for more pricey poorer quality products",House Prices,3.469856771,5.33499174,-0.77674761,negative,"Jul 19, 2021",Replies,0,0,0,0,Unknown,36
", , nurses deserve total respect for everything they have done, but a pay rise is a pay rise, whilst equally hard working retail workers are losing their jobs. We are braced for a disastrous economy, to complain about a rise seems misjudged IMO. It’s not a simple scenario for sure.",Poor Pay,2.46035501,5.351972392,-1.123733102,negative,"Mar 5, 2021",Replies,0,0,0,0,Male,34
", They are interested they just can't get past the pay wall that you're about to increase to pay for you're bonuses you greedy deceitful soggy crumpet faced arse",Government Support,4.337320963,4.344525226,-0.348233206,negative,"Apr 20, 2021",Replies,0,0,0,0,Male,33
", , , , Dropping the recruitment age to 18 in an attempt to get more staff was wrong, no life skills to work with prisoners at that age. Poor starting pay, poor top pay after 5years. The public need to be told what is happening, sick of having my hands tied, can`t speak out.",Poor Pay,1.846394278,7.079290471,-1.690512579,negative,"Sep 4, 2021",Replies,0,0,0,0,Male,29
", , So you'd rather keep the low payed on low rates which in turn doesn't encourage business to invest in automation that will in turn keep your strawberry's low. Fuck the poor",Poor Pay,2.23607233,2.765745984,-0.559163082,negative,"Oct 3, 2021",Replies,0,0,0,0,Male,26
", A lot of rent will be written off due to many companies doing CVA’s off loading poor preforming stores. Small shop keepers will suffer u less they can do deals with the landlord. Do you want an empty property and pay the rates yourself ?? Tough problems ahead",Poor People,4.674408937,3.810708386,-0.142285966,neutral,"Dec 26, 2020",Replies,0,0,0,0,Male,19
", , , , Low income housing does bring problems to areas. Crime etc. We should build luxury apartments and tall townhouses (loads of them) in rich areas. Still would drive down prices overall even if those ones in paticular are not accessible to the poor.",Low Income Families,2.288992204,3.384314991,-0.737613475,negative,"Apr 14, 2021",Replies,0,0,0,0,Unknown,14
"A US company that betrays UK jobs, pays no corp. tax, & poisons & scams doesn't deserve our money after making a deal with the Glazer family. Bad owners gravitate towards each other. , $MANU $MDLZ NotAPennyMore ,",State Pension,1.846394278,7.198086398,-1.707154104,negative,"Jun 23, 2021",Reposts,0,0,0,0,Unknown,12
", , Wages are too low because the value of public services above cost is privatised. That leaves govt trying to tax 'owners' to collect revenue. 'Owners' send profits offshore and use the best accountants and lawyers to avoid tax so govt must tax 'workers' leaving them impoverished.",Mental Health,3.699580745,2.9638843,-0.124854761,neutral,"Aug 12, 2021",Replies,0,0,0,0,Male,12
", , , This is always what every country ends up. Doing. Like in the 2008 economic crisis, We were fucked by the banks, the poor and vulnerable had to pay for it with austerity. It’s a different crisis but it will play out exactly the same.",Poor People,3.354783942,3.590693009,-0.414531444,negative,"Aug 1, 2021",Replies,0,0,0,0,Male,12
", You do know raising the min wage means costs rise as they are just passed on? So care homes become too expensive, delivery costs rise, so everything rises in price  into a country where the very sick & poorest have had their money cut. How many business would survive that?",Pay Rises,1.734928385,2.66749587,-0.77674761,negative,"Sep 28, 2021",Replies,0,0,0,0,Unknown,9
